AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,isDefective
5.0,5.0,6.0,3.0,42.0,6.0,29.0,7.0,1573.0,237.0,939.0,173.0,630.0,329.0,497.0,649.0,145.0,504.0,29.0,29.0,35.0,0.35,160.0,160.0,201.0,106.0,1
3.0,3.0,3.0,2.0,24.0,5.0,19.0,0.0,98.0,21.0,58.0,13.0,34.0,16.0,22.0,31.0,7.0,24.0,4.0,4.0,4.0,0.28,9.0,9.0,9.0,6.0,-1
1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,33.0,4.0,9.0,3.0,2.0,15.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.67,2.0,2.0,2.0,2.0,-1
8.0,8.0,9.0,7.0,77.0,9.0,48.0,19.0,377.0,46.0,206.0,37.0,143.0,120.0,97.0,131.0,24.0,107.0,27.0,26.0,29.0,0.58,33.0,32.0,35.0,29.0,-1
17.0,16.0,23.0,9.0,128.0,14.0,82.0,29.0,1936.0,220.0,1171.0,139.0,878.0,483.0,557.0,775.0,120.0,655.0,125.0,125.0,168.0,0.41,231.0,228.0,316.0,133.0,1
11.0,10.0,14.0,5.0,96.0,9.0,65.0,23.0,1824.0,189.0,1186.0,205.0,833.0,454.0,521.0,694.0,130.0,564.0,47.0,45.0,74.0,0.38,189.0,187.0,247.0,92.0,1
6.0,6.0,7.0,3.0,38.0,4.0,26.0,5.0,1120.0,147.0,687.0,125.0,467.0,211.0,362.0,518.0,130.0,388.0,16.0,16.0,24.0,0.31,143.0,143.0,186.0,84.0,1
5.0,5.0,6.0,3.0,47.0,7.0,31.0,9.0,2130.0,339.0,1261.0,344.0,854.0,429.0,531.0,712.0,189.0,523.0,26.0,26.0,33.0,0.34,185.0,180.0,235.0,128.0,-1
10.0,10.0,13.0,5.0,89.0,10.0,55.0,22.0,1888.0,235.0,1059.0,160.0,707.0,541.0,454.0,635.0,113.0,522.0,57.0,57.0,82.0,0.51,193.0,191.0,251.0,110.0,1
7.0,7.0,8.0,5.0,57.0,6.0,39.0,12.0,243.0,31.0,119.0,21.0,78.0,80.0,57.0,77.0,19.0,58.0,10.0,10.0,14.0,0.67,20.0,20.0,24.0,16.0,-1
26.0,26.0,30.0,1.0,200.0,12.0,173.0,9.0,262.0,19.0,173.0,24.0,130.0,42.0,89.0,114.0,24.0,90.0,26.0,26.0,30.0,0.24,26.0,26.0,30.0,1.0,1
2.0,2.0,3.0,1.0,19.0,1.0,12.0,0.0,465.0,50.0,234.0,51.0,129.0,56.0,112.0,151.0,39.0,112.0,10.0,10.0,12.0,0.24,43.0,43.0,49.0,23.0,1
6.0,6.0,7.0,3.0,45.0,5.0,35.0,7.0,1346.0,186.0,930.0,126.0,641.0,259.0,1606.0,582.0,112.0,470.0,19.0,19.0,22.0,0.28,156.0,148.0,178.0,99.0,1
3.0,3.0,4.0,2.0,23.0,3.0,18.0,0.0,1420.0,248.0,944.0,221.0,556.0,75.0,422.0,575.0,144.0,431.0,18.0,18.0,23.0,0.08,181.0,180.0,197.0,106.0,1
2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,207.0,13.0,62.0,38.0,48.0,124.0,17.0,24.0,11.0,13.0,3.0,3.0,3.0,2.0,7.0,7.0,7.0,4.0,-1
4.0,4.0,5.0,1.0,33.0,5.0,23.0,5.0,1243.0,211.0,756.0,159.0,474.0,213.0,334.0,460.0,97.0,363.0,11.0,11.0,13.0,0.28,135.0,135.0,152.0,50.0,1
7.0,6.0,8.0,3.0,49.0,6.0,34.0,9.0,1746.0,234.0,1091.0,221.0,744.0,422.0,537.0,724.0,163.0,561.0,25.0,25.0,27.0,0.39,198.0,184.0,232.0,115.0,1
9.0,9.0,12.0,3.0,85.0,12.0,50.0,20.0,1876.0,258.0,1039.0,235.0,771.0,508.0,437.0,593.0,140.0,453.0,59.0,59.0,92.0,0.49,167.0,165.0,230.0,67.0,1
2.0,2.0,2.0,1.0,14.0,2.0,11.0,2.0,101.0,11.0,48.0,23.0,30.0,41.0,14.0,20.0,10.0,10.0,3.0,3.0,3.0,0.85,6.0,6.0,7.0,3.0,1
4.0,4.0,4.0,3.0,20.0,2.0,18.0,0.0,120.0,14.0,71.0,12.0,50.0,29.0,29.0,44.0,12.0,32.0,5.0,5.0,5.0,0.41,15.0,15.0,15.0,13.0,1
8.0,8.0,9.0,3.0,88.0,8.0,56.0,22.0,789.0,80.0,449.0,77.0,319.0,230.0,255.0,315.0,73.0,242.0,34.0,34.0,41.0,0.51,64.0,64.0,75.0,29.0,1
6.0,6.0,6.0,4.0,45.0,4.0,32.0,5.0,179.0,20.0,99.0,26.0,62.0,47.0,67.0,85.0,25.0,60.0,9.0,9.0,9.0,0.47,19.0,19.0,19.0,13.0,-1
8.0,8.0,10.0,1.0,32.0,2.0,28.0,1.0,687.0,64.0,538.0,110.0,368.0,73.0,296.0,428.0,94.0,334.0,53.0,53.0,63.0,0.14,138.0,138.0,180.0,22.0,1
2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,82.0,10.0,38.0,8.0,22.0,33.0,22.0,29.0,8.0,21.0,3.0,3.0,3.0,0.87,8.0,8.0,8.0,4.0,-1
8.0,5.0,8.0,6.0,42.0,1.0,41.0,0.0,254.0,12.0,208.0,52.0,140.0,33.0,118.0,159.0,52.0,107.0,12.0,8.0,12.0,0.16,40.0,24.0,42.0,33.0,-1
21.0,13.0,23.0,16.0,221.0,28.0,96.0,21.0,1081.0,144.0,374.0,116.0,297.0,139.0,210.0,270.0,41.0,229.0,60.0,35.0,66.0,0.37,63.0,38.0,69.0,50.0,-1
7.0,4.0,7.0,4.0,54.0,6.0,35.0,7.0,1969.0,286.0,861.0,226.0,579.0,311.0,409.0,547.0,113.0,434.0,75.0,22.0,75.0,0.36,140.0,85.0,142.0,85.0,-1
4.0,4.0,5.0,1.0,16.0,1.0,14.0,1.0,199.0,19.0,96.0,18.0,71.0,44.0,44.0,75.0,18.0,57.0,7.0,7.0,8.0,0.46,31.0,31.0,32.0,11.0,1
6.0,6.0,7.0,4.0,61.0,5.0,47.0,8.0,462.0,43.0,330.0,57.0,243.0,79.0,201.0,244.0,57.0,187.0,15.0,15.0,16.0,0.24,44.0,44.0,47.0,31.0,1
4.0,4.0,4.0,1.0,36.0,3.0,29.0,5.0,1362.0,112.0,824.0,214.0,533.0,392.0,476.0,556.0,167.0,389.0,15.0,15.0,16.0,0.48,100.0,100.0,105.0,49.0,1
3.0,3.0,3.0,1.0,28.0,3.0,22.0,3.0,351.0,43.0,245.0,64.0,165.0,62.0,144.0,174.0,63.0,111.0,7.0,7.0,8.0,0.25,33.0,33.0,36.0,19.0,-1
3.0,3.0,4.0,2.0,18.0,1.0,16.0,1.0,449.0,43.0,260.0,61.0,157.0,59.0,136.0,191.0,49.0,142.0,7.0,7.0,10.0,0.23,53.0,51.0,62.0,35.0,-1
4.0,4.0,4.0,3.0,24.0,2.0,17.0,1.0,574.0,65.0,331.0,66.0,194.0,109.0,180.0,251.0,58.0,193.0,11.0,11.0,12.0,0.33,72.0,72.0,78.0,59.0,1
8.0,8.0,8.0,4.0,36.0,3.0,29.0,5.0,2518.0,164.0,1059.0,193.0,752.0,1284.0,567.0,840.0,125.0,715.0,30.0,30.0,36.0,1.21,280.0,270.0,295.0,156.0,1
4.0,2.0,4.0,2.0,20.0,2.0,16.0,2.0,194.0,25.0,128.0,54.0,83.0,43.0,38.0,61.0,17.0,44.0,16.0,7.0,17.0,0.34,21.0,12.0,22.0,13.0,-1
25.0,11.0,26.0,11.0,100.0,20.0,71.0,11.0,401.0,81.0,212.0,15.0,174.0,114.0,134.0,209.0,11.0,198.0,67.0,25.0,68.0,0.54,75.0,33.0,78.0,33.0,-1
10.0,10.0,15.0,1.0,118.0,10.0,58.0,37.0,619.0,59.0,282.0,80.0,210.0,187.0,130.0,168.0,33.0,135.0,29.0,29.0,50.0,0.66,38.0,38.0,60.0,7.0,1
7.0,7.0,7.0,3.0,53.0,4.0,48.0,1.0,101.0,8.0,48.0,8.0,33.0,33.0,32.0,39.0,7.0,32.0,7.0,7.0,7.0,0.69,7.0,7.0,7.0,3.0,-1
2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,78.0,10.0,34.0,12.0,11.0,30.0,17.0,23.0,11.0,12.0,4.0,4.0,4.0,0.88,7.0,7.0,7.0,4.0,-1
13.0,12.0,15.0,1.0,65.0,7.0,56.0,2.0,200.0,20.0,112.0,15.0,82.0,55.0,59.0,86.0,12.0,74.0,25.0,22.0,29.0,0.49,26.0,23.0,30.0,2.0,-1
2.0,2.0,2.0,1.0,8.0,1.0,7.0,0.0,75.0,9.0,32.0,13.0,8.0,30.0,16.0,22.0,12.0,10.0,3.0,3.0,3.0,0.94,6.0,6.0,6.0,4.0,-1
2.0,2.0,3.0,1.0,17.0,1.0,16.0,0.0,46.0,4.0,16.0,4.0,10.0,23.0,11.0,13.0,4.0,9.0,2.0,2.0,3.0,1.44,2.0,2.0,3.0,1.0,-1
6.0,5.0,6.0,2.0,42.0,3.0,29.0,7.0,2229.0,233.0,1406.0,311.0,893.0,467.0,713.0,1026.0,355.0,671.0,27.0,27.0,29.0,0.33,223.0,209.0,248.0,115.0,1
7.0,7.0,7.0,1.0,50.0,8.0,39.0,4.0,588.0,23.0,78.0,13.0,52.0,62.0,56.0,69.0,13.0,56.0,12.0,12.0,12.0,0.79,14.0,14.0,14.0,2.0,-1
3.0,3.0,3.0,2.0,43.0,3.0,18.0,4.0,593.0,54.0,222.0,50.0,128.0,67.0,85.0,123.0,30.0,93.0,9.0,9.0,10.0,0.3,37.0,39.0,39.0,29.0,1
5.0,5.0,7.0,2.0,27.0,2.0,22.0,2.0,2170.0,260.0,1469.0,225.0,981.0,339.0,768.0,1127.0,201.0,926.0,30.0,26.0,52.0,0.23,367.0,334.0,501.0,179.0,1
6.0,6.0,8.0,4.0,55.0,7.0,34.0,14.0,2021.0,278.0,1124.0,190.0,764.0,586.0,449.0,655.0,132.0,523.0,37.0,36.0,45.0,0.52,206.0,198.0,256.0,158.0,1
5.0,5.0,5.0,4.0,25.0,0.0,22.0,3.0,47.0,4.0,22.0,2.0,14.0,18.0,10.0,15.0,1.0,14.0,5.0,5.0,5.0,0.82,5.0,5.0,5.0,4.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,128.0,22.0,44.0,20.0,8.0,25.0,16.0,24.0,16.0,8.0,1.0,1.0,1.0,0.57,8.0,8.0,8.0,8.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4.0,4.0,4.0,2.0,20.0,1.0,17.0,1.0,601.0,71.0,446.0,120.0,231.0,72.0,191.0,269.0,76.0,193.0,14.0,14.0,21.0,0.16,92.0,92.0,104.0,53.0,1
6.0,6.0,8.0,3.0,57.0,7.0,34.0,8.0,1758.0,237.0,942.0,217.0,675.0,310.0,454.0,619.0,121.0,498.0,30.0,30.0,36.0,0.33,168.0,168.0,200.0,86.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.0,6.0,7.0,4.0,56.0,7.0,36.0,13.0,791.0,108.0,427.0,81.0,287.0,245.0,182.0,257.0,58.0,199.0,12.0,12.0,17.0,0.57,75.0,74.0,87.0,54.0,-1
2.0,2.0,2.0,1.0,18.0,2.0,15.0,1.0,173.0,22.0,60.0,20.0,34.0,83.0,45.0,52.0,19.0,33.0,2.0,2.0,2.0,1.38,7.0,7.0,7.0,4.0,-1
1.0,1.0,1.0,1.0,12.0,1.0,9.0,1.0,105.0,14.0,57.0,31.0,16.0,21.0,17.0,23.0,11.0,12.0,1.0,1.0,1.0,0.37,6.0,6.0,6.0,6.0,-1
1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,39.0,3.0,9.0,6.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,1.0,-1
6.0,6.0,8.0,2.0,45.0,4.0,30.0,6.0,717.0,87.0,426.0,81.0,269.0,121.0,214.0,300.0,71.0,229.0,23.0,23.0,28.0,0.28,88.0,88.0,109.0,31.0,1
2.0,2.0,2.0,1.0,39.0,1.0,26.0,11.0,240.0,20.0,137.0,27.0,94.0,81.0,95.0,105.0,21.0,84.0,6.0,6.0,7.0,0.59,10.0,10.0,11.0,9.0,-1
2.0,2.0,3.0,2.0,19.0,1.0,12.0,0.0,147.0,20.0,64.0,17.0,36.0,25.0,28.0,39.0,10.0,29.0,4.0,4.0,7.0,0.39,12.0,12.0,15.0,11.0,-1
10.0,10.0,11.0,10.0,98.0,20.0,72.0,6.0,128.0,27.0,72.0,12.0,50.0,22.0,42.0,51.0,12.0,39.0,10.0,10.0,11.0,0.31,10.0,10.0,11.0,10.0,1
5.0,5.0,6.0,3.0,35.0,3.0,26.0,7.0,1072.0,126.0,607.0,119.0,354.0,280.0,309.0,428.0,107.0,321.0,18.0,18.0,22.0,0.46,122.0,122.0,148.0,79.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
17.0,13.0,21.0,8.0,100.0,7.0,83.0,3.0,375.0,34.0,268.0,49.0,205.0,44.0,144.0,196.0,35.0,161.0,46.0,33.0,56.0,0.16,51.0,38.0,62.0,25.0,-1
5.0,5.0,6.0,2.0,42.0,3.0,29.0,8.0,2136.0,224.0,1322.0,289.0,866.0,474.0,666.0,962.0,341.0,621.0,29.0,29.0,34.0,0.36,205.0,191.0,229.0,89.0,1
6.0,6.0,7.0,1.0,34.0,3.0,28.0,3.0,567.0,95.0,355.0,77.0,244.0,129.0,252.0,313.0,73.0,240.0,19.0,19.0,25.0,0.36,66.0,61.0,74.0,21.0,-1
