ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
2.0,0.018345,0.00987,24.0,0.0,8.15,0.29990100000000003,0.02053,4.09,0.025005,32.6127,0.0,3.11,4.2,0.0,0.0,3.0,25.0,0.015987,7.13,10.1712,0.0,0.0,5.87,19.0,170.0,0.0,17.0,1.0,2.0,0.0,0.0,136.0,0.0,94.0,0.02601,0.029304000000000007,0.050886,11.15,8.49,20.0,13.93,7.0,28.0,7.0,3.0,4.11,0.0,13.2,0.32868400000000003,0.0,59.0,0.053430999999999985,0.0,0.048199,0.0,15.0,0.06134700000000001,17.27,0.718129,0.020554,-1
0.0,0.0,0.056662,3.0,0.0,0.0,0.010797,0.0,1.01,0.0,7.42519,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.25225,0.0,0.0,0.0,3.0,10.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.000984,3.03,0.0,5.0,1.01,1.0,2.0,1.0,0.0,0.0,0.0,4.04,0.15373699999999998,2.02,6.0,0.017949,0.003725,0.001084,7.0,1.0,0.080028,1.01,0.199544,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.019911,5.0,0.0,0.0,0.027888,0.0,2.08,0.0,13.6291,0.0,0.0,0.0,0.0,11.0,0.0,25.0,0.0,0.0,9.47343,1.01,0.0,1.04,7.0,78.0,0.0,8.0,1.0,18.0,0.013005,0.0,28.0,0.0,52.0,0.001231,0.0,0.005354,3.03,0.0,25.0,4.12,1.0,9.0,0.0,0.0,0.0,0.0,3.09,0.192129,2.02,18.0,0.008790000000000001,0.009791,0.020213,9.0,4.0,0.022054,3.11,0.334491,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,0.0,10.0,2.0,1.0,0.0,0.0,45.0,0.0,28.0,0.0,0.0,0.003043,3.03,0.0,4.0,0.0,8.0,1.0,6.0,0.0,0.0,0.0,3.03,0.0,2.06,2.0,0.035034,0.009791,0.0,35.0,4.0,0.039118,1.02,0.0,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.002373,0.0,0.0,0.0,3.4091,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.16273,0.0,0.003609,0.0,2.0,64.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,1.03,12.0,0.0,0.0,0.0,1.01,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.01,0.15341400000000002,2.02,3.0,0.008081,0.031562,0.0,32.0,2.0,0.008214,0.0,0.242476,0.0,-1
0.0,0.008537999999999999,0.059302,7.0,0.0,1.01,0.021409,0.009533,11.33,0.002734,7.39043,0.0,0.0,3.03,0.0,5.0,0.0,48.0,0.0,1.01,9.35739,5.05,0.0,3.03,16.0,194.0,0.0,32.0,1.0,57.0,0.016904,0.0,496.0,0.0,129.0,0.009182,0.002622,0.0155,3.04,3.95,69.0,4.3,1.0,7.0,1.0,0.0,3.03,0.0,12.35,0.205018,1.01,11.0,0.019565,0.005924,0.01261,9.0,32.0,0.07309700000000001,5.25,0.437333,0.009653,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.0075590000000000015,0.0,0.0,0.0,7.52371,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.27294,0.0,0.0,0.0,1.0,21.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1.01,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.01,0.162685,0.0,8.0,0.005988,0.0,0.0,0.0,3.0,0.006488,0.0,0.246515,0.0,-1
0.0,0.0,0.0,2.0,0.0,1.01,0.003644,0.0,0.0,0.010189,9.63232,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.01,9.33773,0.0,0.0,0.0,1.0,12.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.010354,0.010642,0.0,0.0,1.0,1.01,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.17102699999999998,0.0,9.0,0.0,0.0,0.000884,0.0,2.0,0.0,2.02,0.269929,0.0,-1
1.0,0.0,0.0,3.0,0.0,1.01,0.036347,0.0,0.0,0.010189,8.95846,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.01,9.33124,0.0,0.0,0.0,5.0,55.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,27.0,0.0,0.010354,0.002506,2.02,0.0,6.0,2.02,1.0,6.0,1.0,0.0,0.0,0.0,2.02,0.17466099999999998,0.0,10.0,0.006183,0.0,0.003942,0.0,3.0,0.00556,1.01,0.29343400000000003,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,3.0,0.0,0.0,0.002106,0.0,0.0,0.0,6.7382300000000015,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.26259,0.0,0.0,0.0,1.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.003043,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.165152,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.02,0.268922,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.000416,0.025853,7.0,0.0,0.0,0.056074,0.000375,2.02,0.0,16.2476,0.0,0.0,1.01,0.0,0.0,1.0,10.0,0.0,0.0,9.53611,0.0,0.0,1.04,12.0,78.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,45.0,0.0008439999999999999,0.0,0.003863,3.03,1.03,14.0,2.1,4.0,12.0,1.0,1.0,1.01,0.0,4.05,0.195936,2.02,17.0,0.008025,0.009791,0.003387,9.0,4.0,0.030979000000000007,2.21,0.331866,0.000535,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.007706,0.0,0.0,0.0,5.94514,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,9.22122,0.0,0.0,0.0,1.0,38.0,0.0,6.0,3.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.01023,1.02,0.0,1.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,1.02,0.15398199999999998,2.08,7.0,0.002623,0.009791,0.0,52.0,6.0,0.0026920000000000004,3.09,0.218565,0.0,-1
0.0,0.0,0.011227,5.0,0.0,0.0,0.008403,0.0,3.04,0.0,14.1427,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,9.51268,0.0,0.0,1.01,1.0,20.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,0.001231,0.0,0.0022600000000000003,0.0,0.0,3.0,1.02,1.0,8.0,1.0,1.0,0.0,0.0,3.04,0.206276,0.0,13.0,0.0,0.0,0.001084,0.0,1.0,0.01132,2.05,0.394154,0.0,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.013582,2.0,0.0,0.0,0.003613,0.0,3.08,0.0,4.81344,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,9.22957,0.0,0.0,0.0,6.0,64.0,2.0,7.0,2.0,1.0,0.0,0.0,21.0,0.0,22.0,0.0,0.0,0.0,1.01,0.0,7.0,1.01,3.0,4.0,0.0,0.0,0.0,0.0,3.09,0.170646,1.01,4.0,0.005988,0.005924,0.005195,25.0,7.0,0.014236000000000004,0.0,0.30956500000000003,0.0,-1
1.0,0.002793,0.0,9.0,0.0,0.0,0.019177,0.002991,0.0,0.0,16.6286,0.0,0.0,1.02,0.0,0.0,0.0,22.0,0.0,0.0,9.57412,0.0,0.0,1.02,11.0,110.0,6.0,17.0,3.0,0.0,0.0,1.01,136.0,0.0,45.0,0.002922,0.0,0.005979,2.02,1.31,11.0,2.06,4.0,12.0,1.0,0.0,1.02,0.002921,2.02,0.210941,4.09,19.0,0.008353,0.014863,0.007976,38.0,11.0,0.008853,2.09,0.401488,0.003052,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.000949,0.0,0.0,0.0,1.84703,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.09329,0.0,0.0,0.0,3.0,64.0,0.0,14.0,1.0,5.0,0.0,0.0,91.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.136921,2.02,2.0,0.0,0.009791,0.0,9.0,14.0,0.0,0.0,0.175609,0.0,-1
3.0,0.000908,0.0,13.0,0.0,0.0,0.091709,0.0,0.0,0.0,22.151,0.0,1.03,1.03,0.0,0.0,1.0,18.0,0.0009,0.0,9.73828,0.0,0.0,1.11,12.0,226.0,0.0,11.0,1.0,5.0,0.0,0.0,55.0,0.0,58.0,0.001189,0.0,0.024517,4.1,1.36,17.0,4.33,10.0,21.0,10.0,2.0,0.0,0.0,4.1,0.228937,0.0,34.0,0.022251,0.0,0.020709,0.0,6.0,0.024624,4.58,0.433009,0.001047,-1
0.0,0.0,0.001164,1.0,0.0,0.0,0.000266,0.0,1.01,0.0,2.11271,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.059885,0.0,0.0,0.0,4.0,43.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,3.08,0.0,4.0,4.07,3.0,4.0,3.0,0.0,0.0,0.0,4.09,0.006207,0.0,4.0,0.009592,0.0,0.0092,0.0,4.0,0.010091,0.0,0.007773,0.0,-1
0.0,0.0,0.0,1.0,2.03,2.03,0.0,0.0,0.0,0.0,0.0,0.025522,0.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.038394,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.009808,0.057604,9.0,0.0,5.13,0.095462,0.009875,7.15,0.011279,8.095139999999999,0.0,1.01,4.2,0.0,0.0,0.0,62.0,0.002667,5.12,9.44305,0.0,0.0,6.46,19.0,233.0,0.0,32.0,1.0,20.0,0.0,0.0,496.0,0.0,160.0,0.018446,0.011412,0.07338,4.1,8.3,39.0,7.18,18.0,6.0,17.0,1.0,4.19,0.0,7.23,0.23981,1.01,16.0,0.013456,0.005924,0.0707,9.0,31.0,0.057313,8.67,0.5182899999999999,0.010947,-1
0.0,0.0,0.0,4.0,0.0,0.0,0.022246,0.0,0.0,0.0,8.13229,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.27268,0.0,0.0,0.0,0.0,30.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.156862,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.215344,0.0,-1
0.0,0.0,0.0,3.0,0.0,0.0,0.17594,0.0,0.0,0.0,6.597239999999998,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.163019,0.0,0.0,0.0,1.0,105.0,0.0,11.0,1.0,0.0,0.0,0.0,55.0,0.0,29.0,0.0,0.0,0.0,2.03,0.0,1.0,1.02,0.0,6.0,0.0,0.0,0.0,0.0,2.03,0.011565,2.02,8.0,0.004661,0.009791,0.002799,9.0,11.0,0.0042710000000000005,0.0,0.002751,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.001508,0.0,0.0,0.0,3.37801,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.16485,0.0,0.0,0.0,5.0,21.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.154967,1.01,3.0,0.0,0.005924,0.0,11.0,3.0,0.0,0.0,0.247924,0.0,-1
8.0,0.0,0.0,3.0,0.0,0.0,0.010809,0.0,0.0,0.0,5.87331,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,9.21823,0.0,0.0,0.0,6.0,419.0,0.0,17.0,1.0,9.0,0.0,0.0,136.0,0.0,75.0,0.0,0.0,0.005482,0.0,0.0,15.0,0.0,19.0,4.0,19.0,0.0,0.0,0.0,0.0,0.15340399999999998,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,3.42,0.21647,0.0,-1
0.0,0.0,0.0,3.0,0.0,0.0,0.004944,0.0,0.0,0.0,1.49003,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.121386,0.0,0.0,0.0,6.0,60.0,4.0,8.0,4.0,2.0,0.0,0.0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.043518,1.1,3.0,0.0,0.027723,0.0,45.0,4.0,0.0,0.0,0.116244,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.001518,0.0,0.0,0.0,1.84703,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,9.09329,0.0,0.0,0.0,0.0,12.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.136921,1.01,2.0,0.0,0.005924,0.0,54.0,5.0,0.0,0.0,0.175609,0.0,-1
0.0,0.0,0.0,1.0,0.0,0.0,0.001279,0.0,0.0,0.0,3.39209,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.15904,0.0,0.0,0.0,1.0,18.0,0.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,2.02,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.02,0.151673,1.01,3.0,0.016472999999999998,0.005924,0.0,9.0,6.0,0.016135,0.0,0.235454,0.0,-1
0.0,0.003085,0.044833,4.0,0.0,0.0,0.00733,0.0,3.03,0.0,1.49003,0.0,0.0,1.01,0.0,1.0,0.0,14.0,0.0,0.0,0.121386,1.01,0.0,1.01,5.0,50.0,0.0,4.0,1.0,2.0,0.0262,0.0,6.0,0.0,25.0,0.003956,0.0,0.004384000000000001,1.01,1.03,7.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.043518,0.0,4.0,0.012361,0.0,0.004019,9.0,2.0,0.047388,1.02,0.116244,0.003574000000000001,-1
0.0,0.0,0.004751,1.0,0.0,0.0,0.000949,0.0,1.01,0.0,1.84703,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.09329,0.0,0.0,0.0,6.0,27.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.007599,0.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.01,0.136921,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.004677000000000001,1.01,0.175609,0.0,-1
12.0,0.06551900000000001,0.016747,15.0,0.0,3.13,0.02373,0.052858,4.07,0.009795,9.16586,0.0,5.13,7.26,0.0,0.0,0.0,61.0,0.014422,3.13,9.45418,1.01,0.0053560000000000005,10.56,12.0,347.0,0.0,32.0,2.0,7.0,0.004825,0.0,496.0,2.05,155.0,0.091264,0.01004,0.103702,5.11,11.84,19.0,11.25,16.0,17.0,16.0,1.0,3.13,0.0,7.18,0.231912,6.09,27.0,0.027229000000000003,0.041678,0.095746,32.0,20.0,0.035093,15.66,0.493136,0.06916699999999999,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,6.0,0.0,0.0,105.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,15.0,0.0,0.0,0.0,0.0,-1
7.0,0.071977,0.052932000000000014,39.0,1.01,8.1,0.30528,0.060424,11.17,0.017963999999999997,28.8338,0.001064,8.11,12.18,0.0,0.0,3.0,89.0,0.020419,8.1,10.0819,0.0,0.0,20.15,23.0,464.0,0.0,38.0,1.0,13.0,0.0,0.0,703.0,0.0,206.0,0.099029,0.018714,0.120804,15.31,18.16,34.0,22.89,10.0,42.0,9.0,5.0,7.14,0.0,17.34,0.323945,1.02,92.0,0.121461,0.003867,0.138452,0.0,23.0,0.148275,27.67,0.727558,0.076361,1
0.0,0.0,0.0,1.0,0.0,0.0,0.002868,0.0,0.0,0.0,3.4091,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.16273,0.0,0.0,0.0,1.0,19.0,0.0,6.0,1.0,2.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,1.01,0.0,3.0,1.01,2.0,1.0,2.0,0.0,0.0,0.0,1.01,0.15341400000000002,1.01,5.0,0.012361,0.005924,0.006229,9.0,6.0,0.011992,0.0,0.242476,0.0,-1
2.0,0.002967,0.03232,16.0,0.0,1.01,0.029559,0.006799,7.43,0.006142,6.92707,0.0,1.02,1.05,0.0,4.0,2.0,92.0,0.00318,2.02,9.38388,2.04,0.003609,3.19,10.0,294.0,0.0,71.0,3.0,110.0,0.007273000000000002,0.0,2485.0,1.01,124.0,0.011077,0.0034200000000000003,0.012738,2.02,4.4,120.0,4.37,28.0,17.0,26.0,3.0,2.05,0.0,8.43,0.223516,3.19,24.0,0.006651000000000001,0.011322,0.015274,101.0,67.0,0.041659,3.7,0.458465,0.00338,-1
2.0,0.0,0.0,3.0,0.0,0.0,0.05299,0.0,0.0,0.0,5.24564,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.132501,0.0,0.0,0.0,4.0,122.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,31.0,0.0,0.0,0.0,3.07,0.0,4.0,2.26,2.0,7.0,2.0,0.0,0.0,0.0,3.07,0.010017,2.02,12.0,0.007619,0.009791,0.005842,9.0,2.0,0.007055,0.0,0.003136,0.0,-1
3.0,0.050905,0.004052,7.0,2.02,4.05,0.097004,0.0027010000000000003,2.03,0.047915,13.7319,0.00113,2.03,3.05,0.0,0.0,1.0,16.0,0.032263,2.03,9.52571,0.0,0.0,7.19,13.0,117.0,0.0,9.0,1.0,11.0,0.0,3.04,36.0,0.0,49.0,0.06679600000000001,0.058122,0.072747,11.17,3.51,23.0,7.31,11.0,18.0,9.0,3.0,1.02,0.004202,12.17,0.21529,3.48,24.0,0.089289,0.007548999999999998,0.069051,0.0,6.0,0.101585,10.0,0.449112,0.052593,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,0.0,7.0,1.0,2.0,0.0,0.0,21.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-1
1.0,0.0,0.0,3.0,0.0,0.0,0.02004,0.0,0.0,0.0,5.9638800000000005,0.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,0.0,0.166755,0.0,0.0,1.02,6.0,219.0,0.0,24.0,1.0,3.0,0.0,0.0,276.0,0.0,112.0,0.001327,0.0,0.0011710000000000002,0.0,0.0,9.0,2.04,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.016738,2.02,3.0,0.0,0.009791,0.0022440000000000003,22.0,17.0,0.0,1.04,0.019368,0.0,-1
1.0,0.0,0.0,5.0,0.0,1.01,0.399081,0.0,0.0,0.001076,13.8712,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.01,9.49066,0.0,0.0,0.0,2.0,111.0,0.0,9.0,1.0,0.0,0.0,0.0,36.0,0.0,24.0,0.0,0.001123,0.011965,2.02,0.0,2.0,2.04,5.0,7.0,5.0,0.0,0.0,0.0,2.02,0.198917,0.0,17.0,0.027506,0.0,0.029672000000000007,0.0,7.0,0.034412,5.36,0.367883,0.0,-1
1.0,0.0,0.0,5.0,0.0,0.0,0.006455,0.0,0.0,0.0,2.38141,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.07779,0.0,0.0,0.0,11.0,51.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.004384000000000001,1.01,0.0,11.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.132656,0.0,5.0,0.006770999999999999,0.0,0.013723,0.0,1.0,0.007262999999999999,1.03,0.205382,0.0,1
0.0,0.002793,0.058202,4.0,0.0,1.02,0.005715,0.002991,7.07,0.002734,6.12798,0.0,0.0,1.05,0.0,0.0,0.0,49.0,0.0,1.02,9.2369,0.0,0.0,1.05,12.0,191.0,0.0,34.0,1.0,10.0,0.0,0.0,561.0,0.0,51.0,0.002922,0.002622,0.015483000000000004,1.01,2.8,22.0,2.06,17.0,4.0,17.0,0.0,1.05,0.0,6.06,0.159827,2.04,6.0,0.014181,0.009791,0.016766,18.0,34.0,0.040061,2.2,0.246034,0.003052,-1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,101.0,0.0,11.0,2.0,0.0,0.0,0.0,55.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1.01,1.01,0.007869,0.0,0.0,0.0,3.22269,0.005528,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,9.13881,0.0,0.0,0.0,1.0,14.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.010354,0.007599,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.143624,2.02,4.0,0.0,0.009791,0.0,9.0,2.0,0.0,1.01,0.195136,0.0,-1
9.0,0.0,0.0,2.0,0.0,0.0,0.110154,0.0,0.0,0.0,3.10205,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.073931,0.0,0.0,0.0,4.0,246.0,0.0,20.0,1.0,5.0,0.0,0.0,190.0,0.0,59.0,0.0,0.0,0.0,1.01,0.0,9.0,0.0,10.0,3.0,10.0,0.0,0.0,0.0,1.01,0.004673,0.0,3.0,0.004111,0.0,0.0,0.0,11.0,0.004143,0.0,0.0004570000000000001,0.0,-1
0.0,0.0,0.0,3.0,0.0,0.0,0.016366,0.0,0.0,0.0,1.49003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.121386,0.0,0.0,0.0,1.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.004384000000000001,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.043518,0.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,1.16,0.116244,0.0,1
